,JOB_ID,ROUTE_ID,CNSLDTN_ID,FILL_DC_CD,DC_CD,ASN_TYPE_CD,ASN_TYPE_DESC,DELIVERY_TYPE,CARRIER_SCAC_NAME,CARRIER_SCAC_CD,DLVRY_ACTL_DATETIME,DELIVERY_SEQ,TOTAL_RATE,TOPSIDE_COST,LASTMILE_TOTAL_COST,LASTMILE_BASE_COST,LASTMILE_FUEL_COST,LASTMILE_MISC_COST,STOP_COUNT_VAL_ROUTE_LVL,TOTE_COUNT_VAL_ROUTE_LVL,STOP_COUNT_VAL,TOTE_COUNT_VAL,ROUTE_COUNT_VAL,DISTANCE_VAL
2588,8162-H01-040-093494-260504,8162_H01,C_093505,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2589,8162-H06-040-892876-260505,8162_H06,C_946980,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2590,Z-3559484,8162_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-01 23:59:59,000,328.8,0.0,328.8,304.0,14.16,10.64,,,,,1.0,1.0
2591,8162-G05-035-414946-260504,8162_G05,C_414946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2592,8162-G06-025-289530-260504,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2593,8162-G09-017-444117-260505,8162_G09,C_444117,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,017,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2594,8162-H02-020-134501-260505,8162_H02,C_134501,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2595,8162-H04-015-970222-260504,8162_H04,C_970222,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2596,8162-H04-025-349314-260504,8162_H04,C_349314,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2597,8162-H06-015-173360-260504,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2598,8162-H06-020-245725-260504,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2599,8163-G01-020-890860-260504,8163_G01,C_890860,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2600,8163-G06-015-719738-260504,8163_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2601,8163-G06-025-289530-260505,8163_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2602,Z-3559754,8163_H03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-01 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2603,8162-G02-040-244530-260505,8162_G02,C_017375,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2604,8162-G05-030-246296-260504,8162_G05,C_610134,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2605,8162-G06-025-289522-260505,8162_G06,C_289522,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2606,8163-G03-005-892996-260504,8163_G03,C_810447,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2607,Z-3562928,8162_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,000,297.44,0.0,297.44,275.0,12.81,9.63,,,,,1.0,1.0
2608,Z-3562931,8162_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,000,430.82,0.0,430.82,375.0,42.69,13.13,,,,,1.0,1.0
2609,Z-3562979,8162_H02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-04 23:59:59,000,325.13,0.0,325.13,283.0,32.22,9.91,,,,,1.0,1.0
2610,8162-G01-020-890860-260504,8162_G01,C_890860,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2611,8162-G03-037-426990-260504,8162_G03,C_521590,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,037,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2612,8162-G07-005-589418-260505,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2613,8162-G07-005-893022-260504,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2614,8162-G07-030-995737-260505,8162_G07,C_995737,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2615,8162-G09-001-289513-260504,8162_G09,C_289513,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,001,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2616,8162-G09-028-093539-260504,8162_G09,C_093545,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,028,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2617,8162-H02-015-134622-260505,8162_H02,C_134622,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2618,8162-H04-025-349314-260505,8162_H04,C_349314,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2619,8162-H05-015-134985-260505,8162_H05,C_134985,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2620,8162-G01-040-099634-260505,8162_G01,C_099634,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2621,8162-G03-020-667610-260505,8162_G03,C_667610,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2622,8162-G04-035-444588-260504,8162_G04,C_444588,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2623,8162-G04-045-443911-260505,8162_G04,C_443911,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,045,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2624,8162-G06-015-151561-260504,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2625,8162-H01-015-444763-260505,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2626,8162-H02-015-134622-260504,8162_H02,C_134622,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2627,8162-H03-005-160440-260505,8162_H03,C_160440,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2628,8162-H04-040-350918-260504,8162_H04,C_350918,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2629,8162-G01-030-217734-260504,8162_G01,C_217734,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2630,8162-G07-005-589418-260504,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2631,8162-H06-015-162631-260505,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-05 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2632,8162-H06-020-431206-260504,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2633,8163-G02-005-713914-260504,8163_G02,C_713914,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2634,Z-3587858,8163_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-12 23:59:59,000,,0.0,,,0.0,,8.0,18.0,8.0,18.0,1.0,1.0
2635,Z-3592807,8163_G09,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-13 23:59:59,000,,0.0,,,0.0,,8.0,33.0,8.0,33.0,1.0,1.0
2636,Z-3592912,8163_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-13 23:59:59,000,,0.0,,,0.0,,7.0,17.0,7.0,17.0,1.0,1.0
2637,Z-3620750,8163_G01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-22 23:59:59,000,,0.0,,,0.0,,5.0,26.0,5.0,26.0,1.0,1.0
2638,Z-3620588,8163_H04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-22 23:59:59,000,,0.0,,,0.0,,7.0,12.0,7.0,12.0,1.0,1.0
2639,Z-3603771,8163_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-18 23:59:59,000,,0.0,,,0.0,,7.0,121.0,7.0,121.0,1.0,1.0
2640,Z-3608224,8163_H01,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,,0.0,,,0.0,,9.0,25.0,9.0,25.0,1.0,1.0
2641,Z-3608340,8163_G03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-19 23:59:59,000,,0.0,,,0.0,,8.0,64.0,8.0,64.0,1.0,1.0
2642,Z-3627893,8163_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2643,Z-3632090,8163_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2644,Z-3636885,8163_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2645,8163-H06-015-415508-260529,8163_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2646,8162-H01-015-444602-260527,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2647,8162-H01-020-446373-260529,8162_H01,C_446373,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2648,Z-3632000,8162_G07,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,304.55,0.0,304.55,275.0,19.92,9.63,,,,,1.0,1.0
2649,Z-3636875,8162_G02,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-29 23:59:59,000,440.53,0.0,440.53,375.0,52.4,13.13,,,,,1.0,1.0
2650,8162-G09-046-415729-260529,8162_G09,C_415729,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,046,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2651,8162-H06-015-631172-260529,8162_H06,C_433600,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2652,8162-G02-015-038361-260529,8162_G02,C_731867,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2653,8162-G07-005-386053-260527,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2654,8162-G05-005-221190-260527,8162_G05,C_441221,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2655,8162-G09-026-295594-260527,8162_G09,C_295594,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,026,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2656,8162-H05-005-176725-260529,8162_H05,C_224273,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2657,8162-H01-040-093494-260527,8162_H01,C_093505,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2658,8162-HX5-010-992617-260527,8162_HX5,C_678442,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2659,Z-3632016,8162_H03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-28 23:59:59,000,300.12,0.0,300.12,271.0,19.63,9.49,,,,,1.0,1.0
2660,8162-G03-025-296317-260526,8162_G03,C_296317,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2661,8162-G03-005-070610-260526,8162_G03,C_810447,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2662,8162-H01-015-444763-260529,8162_H01,C_444763,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2663,8162-H02-035-340423-260529,8162_H02,C_340423,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2664,8162-H06-010-151570-260528,8162_H06,C_151568,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2665,8162-G01-005-436015-260529,8162_G01,C_436015,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2666,Z-3627633,8163_H03,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-27 23:59:59,000,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0
2667,8162-G03-037-426990-260529,8162_G03,C_521590,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,037,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2668,8162-G05-002-219681-260528,8162_G05,C_219681,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-28 23:59:59,002,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2669,8162-G02-015-038361-260527,8162_G02,C_731867,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-27 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2670,8162-G03-025-969803-260526,8162_G03,C_296317,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-26 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2671,8162-G07-025-955410-260529,8162_G07,C_955410,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-29 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2672,Z-3592645,8162_G04,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-13 23:59:59,000,275.93,0.0,275.93,248.0,19.25,8.68,,,,,1.0,1.0
2673,8162-H01-025-806927-260512,8162_H01,C_806927,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2674,8162-G03-037-521590-260512,8162_G03,C_521590,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,037,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2675,8162-H02-035-340423-260508,8162_H02,C_340423,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,035,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2676,8162-G06-020-133946-260507,8162_G06,C_133946,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-07 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2677,8162-G07-050-275462-260512,8162_G07,C_275462,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-12 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2678,Z-3580251,8162_H05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-08 23:59:59,000,297.33,0.0,297.33,252.0,36.51,8.82,,,,,1.0,1.0
2679,8162-G01-040-099634-260513,8162_G01,C_099634,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,040,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2680,8162-H06-020-245725-260511,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-11 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2681,8162-G04-006-712383-260513,8162_G04,C_712383,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2682,8162-G02-030-289502-260508,8162_G02,C_289502,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-08 23:59:59,030,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2683,8162-G07-005-893022-260513,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-13 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2684,8162-G03-020-667610-260515,8162_G03,C_667610,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2685,8162-H03-050-442084-260518,8162_H03,C_442084,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,050,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2686,8162-G04-010-833539-260515,8162_G04,C_833539,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,010,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2687,8162-H06-020-245725-260515,8162_H06,C_717269,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2688,8163-G06-015-151562-260518,8163_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2689,8162-H05-020-304538-260518,8162_H05,C_304538,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-18 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2690,8162-G05-006-224266-260515,8162_G05,C_061312,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,006,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2691,Z-3600076,8162_G05,,8162,XD_8162_OH_CLEVELAND.YZER,RC,Route Chrg,REG,Yzer LLC,YZER,2026-05-15 23:59:59,000,338.24,0.0,338.24,304.0,23.6,10.64,,,,,1.0,1.0
2692,8162-G07-005-589418-260515,8162_G07,C_599132,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,005,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2693,8162-G06-015-892865-260515,8162_G06,C_065363,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,015,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,0.0
2694,8162-G01-020-890860-260515,8162_G01,C_890860,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-15 23:59:59,020,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
2695,8162-H05-025-253079-260504,8162_H05,C_253079,8162,XD_8162_OH_CLEVELAND.YZER,FM,Customer,REG,Yzer LLC,YZER,2026-05-04 23:59:59,025,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,1.0,1.0
